file,checksum
normalcd3_patient434_SR_2_IM00025.tif,b294189baa937054159469c45c59f0a6f82e95c14ec1da136cf966ea09d139fc8b878debf2d65da4d2d7e7d17311a54e7b54869c9a3a51f75560e1da1681185a
normalcd3_patient434_SR_2_IM00024.tif,4b8d9ffdd39075232c863e25acb82ba955ee6c5ea2a583b167297800f93745034c05f31e04d179f03a96eabd05f9d491e4b144bfd0ae7b247c12452c104ec533
normalcd3_patient434_SR_2_IM00023.tif,fdcbe656747172fb41fa676469c87e3d730bed10379bc69efd2b7941e12647f7c8c9b30f1eeb2b6ebd6fd6dd450d2551d0a001c0e4d5cd99a3fdb0d919f31d4f
normalcd3_patient434_SR_2_IM00022.tif,fa3ee49a3e99a0e7740d096a9a3a4f3de97d2be444006f9194d92894de018f2caeb5452bb48f88da110f24e1864edd73ba1ac58bd23986ebc8e29c52fda105ca
normalcd3_patient434_SR_2_IM00021.tif,19de8a8441e4f24ada23b7cf874adfdb976de38469fdfd066b3b6571f4d02d1fa58c6f870979ba86cc813bcc8b248340817f522352bed5b4368ad6b1479f419a
normalcd3_patient434_SR_2_IM00020.tif,84140678dc1503aafe619487fc12c9d67c1b191b251ca2df17e7ac3a1677af3b99628a0451e3cef7227536a730cd9cb643f27f3347cdb21f20cd357940f3b678
normalcd3_patient434_SR_2_IM00019.tif,07b26db681b5ae3d8a1ba99e122e9c6ba87d36defe1812417bf190029ce23ab142a14d98021f83f746dab399580413d1372f1ad0ba6a180c9d961a32997cfec8
normalcd3_patient434_SR_2_IM00018.tif,398a01460c51bc88c58ee812bdebccb51b3451ada2e736f64e81b73df58fbb354adf8ec8a0ab1d72e09f0eebdfaed47af6966feb603f61241f74c6b5b2f1d41c
normalcd3_patient434_SR_2_IM00017.tif,b653b5b5f79a3c44ef70c7a56823087065b4e4f66f6e0971c32cbc60ffc31af5c37f7afacc63b7d35a60ff0dd1656f511e7e5483ab72294231fc48c972a25aa1
normalcd3_patient434_SR_2_IM00016.tif,23a074049d75d12f3d8b6980c87dcd830e7496589adad017f986890b9ee1c03a36ed72ca1a2d6e90843a1b53b27159e0d72e3f3bda463443d92a0d8ff17713e7
normalcd3_patient434_SR_2_IM00015.tif,19bd5038cfc859a48353f6933b6f1048b4660d7967ca40b081796f2f3e267530eacf231cdfa98b3fcf7ecabd87b18954756d4b1b0153e4b965e807ad47308499
normalcd3_patient434_SR_2_IM00014.tif,34a0037551a7fc8a188d2dfb73f4688aea6729a6cfd55bbf122ff5d1b92c6030a627d4cf8c5aa2033e2fd2c8faeee8521d93154a0b8e098ca7cdba66c8341429
normalcd3_patient434_SR_2_IM00013.tif,1667fdfe2c1dc7fdec51d6b6f74a0dccb0c774709accf6685cff3167efc196f16a7719defe41915f8964c338d1df03d44370d3f5821a541bfc86bcac96cec079
normalcd3_patient434_SR_2_IM00012.tif,101309a9e0f6cc67f236530263160144504dc25a9f5524835fa37d3325d67debfd226e373c4512c505531518ff280f9420380b7e608c5f55666fd9bf2eb78d4c
normalcd3_patient434_SR_2_IM00011.tif,dd31caf8b23452030b44add6387c7dae57fff4171f0d322c4cd25e1d400ee3504bbe8b23aac2c0c117b4fd40dcb700eb7fe289c028431968db814d4395c9fa73
normalcd3_patient434_SR_2_IM00010.tif,d5d9a218a42c05f5bc19f20affcfcc5bce67cefc6917bc257e22ecdad9d08c2b8ca124f527a7b86e863d8a14523adbd52208bcc6574793426edef3967d1afbe0
normalcd3_patient434_SR_2_IM00009.tif,9b622ef140d0888229cf9e12b4de5d92905aed36371e7ec108a55360da02ce04e52f191b9de30342a1442ea98c598dd03fefcb4b13929d09b22d768de5d5709a
normalcd3_patient434_SR_2_IM00008.tif,f7c9a4d8816c2fdf7e216612e72f341cfc7bc7c80ab90efc5c88dfc67dfc4b7c1c303550b617cb48cab8ce0e7b9623341e217bb4ac3052002dcb4b907f48151c
normalcd3_patient433_SR_2_IM00035.tif,f255161215af5d0db4875dad1f2001c4ccd078fcbdb9535a8be2ea03f7d8306f00142c09e63326f7b96beee402e3f63e084d27a7c54d89be8557c831bb71bc07
normalcd3_patient433_SR_2_IM00034.tif,6d421ed0039fb8fc8375ca754af21805a4cf66d2dc80bf643a69392ee7e13033eecec6d40b50191335a85ab78a840261c0865edbd72c022d33739ba4458aee80
normalcd3_patient433_SR_2_IM00033.tif,bcd5218692383f8b85d6c26ec3179c5c7cea93a3288b00eaf5e47210c0ea56653a0870872920fa73d997fd68f8fab11c31f026fe5d020201b6c88db9f798b14c
normalcd3_patient433_SR_2_IM00032.tif,ee7d5f67964557e3ded90be3b450ad814e4a0984f423b9a23ea576c70c6460175856b0bbaef87783a4a52c5f04d1eb07b23f06e1e54ec1b4dae66cea28b8e31b
normalcd3_patient433_SR_2_IM00031.tif,e6ec1d10487dffa5bffeffee94ef9146dfd8de9667a21b49cbbb9c1f1e4aed6ec798f14bbaaa0593168ee1dadfe68ffe38270a6af28407f259a2c791dbaf56fc
normalcd3_patient433_SR_2_IM00030.tif,c3714444bf50a5fe2725d52f9e21413778d31ff0010e8386b8adaab50e820e57b50a736512c80f2f2d4c2c221183d6551ab3ae1d11eeca67f9229a5195f26c34
normalcd3_patient433_SR_2_IM00029.tif,7e974c7a0caf378c5c5b5a07f9d5b4c0d8670015297cc73e6e346dcbd69bcaa2602001c52d0b3542e16705504475ed04d904a8946dd7da7424b0f5faa475160e
normalcd3_patient433_SR_2_IM00028.tif,55a4f7e2767ef5e9f008477fe341f18ad01086c5f28899c5020e8f3ce21215c5ea9d326b40c745e23f78d5a8b54ed05cc578120b35636cf2121908dcbc33ee79
normalcd3_patient433_SR_2_IM00027.tif,3c2e10b8ec21af68dee79304b6eb84639baeff41fda62e16a80719c5399e82a3f71ddedd410bb9ccbd67f7637388aeeddbfd6e48d79bfebf7f6032ca94e907db
normalcd3_patient433_SR_2_IM00026.tif,52ee9a521356e68c6136df54ae3edb66f338da032538c3b5c00e05a514bb05ff219c4f6d54e4cecc54f18218da72c29733fe154cfa140810776f538c40c4b9ba
normalcd3_patient433_SR_2_IM00025.tif,628a33dce301da7d2a544fcc383e3f7178dc5b72260c300305f19d49ee18d8bc8ec272a85d24449539645af3915d38eb2bceaeec0ab6664de26f01e9f51357c8
normalcd3_patient433_SR_2_IM00024.tif,cfa3c7855b152d4afad85218f55e7976ac07e48694ca5de996f8e6e2ec8534c5910014b966ab9ad3d8428e07e723fe7227258abf0a9825b1eccd8a425350370a
normalcd3_patient433_SR_2_IM00023.tif,c6d48329ad4a3d3c04c20842d67a3542c8d0ad0effd76cd9e5065fe9cdcba1bf4d2ffcc1565b47c8200f552756dde382b851512cd9662e18d86d3209954d7cad
normalcd3_patient433_SR_2_IM00022.tif,2b5a229a4edb39b22a77488f574b9e2c927c8ea85d66ef3e24665ad7fc65808637a41fbd9d22923d4a28d9cd9583f8c0328f97b0099442c1237ceff0684b53e4
normalcd3_patient433_SR_2_IM00021.tif,a5e384dcbd54a75ae42117aafc469e00f2d552bfd89b88744fdb3ab68103759960e0369c748210d5322c010a0e975c824931d67cdf082f2d553818b074a6d9a7
normalcd3_patient433_SR_2_IM00020.tif,252e06cf66ecc237915c6d0864443be6262c126340ec2bca6409610b978aa9ebc4f94e39b99a69969dd47fbf78551b0b814b47bce6167b418bf331595b2c1a79
normalcd3_patient433_SR_2_IM00019.tif,7a9992d97a28c72c1b779f917abc9441fa17943735131805ac912521f39a325547744ae47bdfcfa9b1e8a290aa6ba06d2610e8e25db5917774c0390674a5666f
normalcd3_patient433_SR_2_IM00018.tif,dfcf428d9c6b9e6fc0aa233779d69fadb5fd5d38cbfb6c74b49b613e48126d3496036972be1222a5c9b6004eef654857ff5f7013b08e487158baceb57e301fd6
normalcd3_patient433_SR_2_IM00017.tif,0ac1dcef1ae72567aa26b4654d55e59063f421221cc04d701556b4e8fa79a2e4d537f062781b069e9b287b849910ba2a9350259568f54544775bf0c4e63a2e6b
normalcd3_patient433_SR_2_IM00016.tif,0ce709775f2a2a0ce881b792b779d9568cce33c8e61389d1f14b5917d525312f7ad7222f22ebe2a582b6bd7c3389a47f69c66fc6455e3a417893cd21b3d83cbf
normalcd3_patient433_SR_2_IM00015.tif,e465a1d6a11e18effbd25481ae68b26eaa6369aafe28e7391630637220bcdba8f76cdcea246949e11069b69d218d382433808db98d42611cd4b48ac493db44ce
normalcd3_patient433_SR_2_IM00014.tif,f74137e83d5d1c97b622464c9fe3bde11f25c5f0d3b0ed4b1dc45465200b03aa054b7795958e2fc649f4650eb358c89d38d8eb8e77528f14084f8001cf188759
normalcd3_patient433_SR_2_IM00013.tif,23bf1a09bdb682772ed9329a44d757f02485cc167fd934c68f77a431b2e91a96a2a7f0481839fa12d16665bae0fda9276f1e942597f356141cfb67cf5edf19b6
normalcd3_patient433_SR_2_IM00012.tif,b208c90efa950353accf9d7a8447ee6620a33656c385cf37a99a75d4c8567de2eba246509c15b494df2eec324b8d582c80ee17708c3c3b4013c89188aabb5102
normalcd3_patient433_SR_2_IM00011.tif,3cd54fd546dab37ba87e4797b6a870329750d088b762957c26c958c34eed1968d764d63e96446a2e45caa14b82e4a57fc78c8e31dad8a6bcdb69270f34f35d5c
normalcd3_patient433_SR_2_IM00010.tif,a0c9b7d1ede33695232c2b22d573708d97de64bb6e14f075b593185c6e18c7badc200c1484d91100f14ab4350bb6b7a71a20b63faa94815554502de94aa59625
normalcd3_patient433_SR_2_IM00009.tif,ba0cf713f0b77747775201c5f718ec98ef874e80c56502f8150176c7dbc48a7d290d575c8ffe1dc713a8550fa877c0a53c807d41cc68dace8703903344620410
normalcd3_patient433_SR_2_IM00008.tif,38d8b9c650562cb13a84c56f5d421d2572a9f61273e65f0dc1fc1e8c2ff8c254dfeda91631631232ff1549ffe152f4115ba35fd3fc75a59b8d80562eb76c656b
normalcd3_patient432_SR_2_IM00034.tif,f2b12bb83730b61145610ff11ce106c3e2527207edd5119e9d1e5fd31776276d3ee51ebd38814be6706d881992b82ebb971c52d9ad52427e1f0b93659cfa76d6
normalcd3_patient432_SR_2_IM00033.tif,3b9bb1a86b2a3d36a8f5db790034c43f1d47a2b1981b011905157a2a6ff3868e7de6312762ca8d9db576ab973d5fba832f9b726b910b62cfc906f58d8f1d4610
normalcd3_patient432_SR_2_IM00032.tif,e588d0a4bafe389f6a31cd11149fd8aa305980d0c4cf1fc413a49eba98e61640aedbc2ed87e016598a70f1f2ca195fc33acb6c0bf385a8cbd4d43adfee01851e
normalcd3_patient432_SR_2_IM00031.tif,ad28ef540f824b55c7aec46a9d2db596bd8326c9d7f07a2e35c4c4d7ac86eebd3c07b762f3d5f20c97ab88d4a68b7d09394229fd0dbc180ed7dc454cdfdd06f7
normalcd3_patient432_SR_2_IM00030.tif,f45ddbc4f4f0f10dac4756e457d582c4dc591e3c0f8c879041139572b0597ad95f69a468b0a720ac98961e32dec0d1afe2e1187965554d6b6ad6455a1a8dd37c
normalcd3_patient432_SR_2_IM00029.tif,89d1389e25de059f4f38455dedec43f47993615d8f4b2cb3de17ce9337579be865058b0320b6fdff6a7da67815297aafd57975b0dc176e20a95bf41081e73761
normalcd3_patient432_SR_2_IM00028.tif,3dd03b4e1e0571f45ce061507c73f2cb29fa9c2d4f9bf610864d7b07f3dd55437da5e4fe62eda2d022f3e66278162dc5ffc504bc766fa32d76c1f41aaee4a0c5
normalcd3_patient432_SR_2_IM00027.tif,072c314f60e1c1b1e277e8000beec640240d7266d59fd1724f337c69d5645954525f3d8de211c7677649eb19bb0d7c94370cba17866dea7c71f5c1cb5f9c70f6
normalcd3_patient432_SR_2_IM00026.tif,32cfdac1478ec90cecd25fa64c21612a4863636c8b336ed364e56137dd901b0ef92d510f994e82f42ad4f8a40c61514418c78bf783b1fdadd028532331869b61
normalcd3_patient432_SR_2_IM00025.tif,63f2070827ac1efdaf84cce2248f5760b89678c8e761ec928950647c08e77a791342a7f49519e4336d4b71c8927b9c14e0329f4817c24991af02bc17c597f4a0
normalcd3_patient432_SR_2_IM00024.tif,b2e263a93b747d64f104ea83779dfc68b05a8ca154231370e4c1958622f17a0dd8349b25708bbc93eca9c62a9464a6155f3af1f26c16ef34f244e6e65fe48e65
normalcd3_patient432_SR_2_IM00023.tif,3feff23e7ea5860272462660a182bb47a9801182d3874d4c08cb80c2ccfaec58a3296b617a02164ae54912310217fb7d6739c0d66cf946efd2ffe66fcd93210a
normalcd3_patient432_SR_2_IM00022.tif,f9ebfa63aa595bf33458a38d19e038c2caea7f068e4963402b4d8ae2a2bff7cf94a8d263df89bae0d992d750e4d5a7438d69c847e3ecc9e7f258460b344333a0
normalcd3_patient432_SR_2_IM00021.tif,68a3b169ee8d12eea8496005cddaec4b6a4583c2b1f3f70d76334f7776e51a116b47159f245bc93b524d4c2f9883c6a070061c5f1935f26a5636b2f065ad92d6
normalcd3_patient432_SR_2_IM00020.tif,a114b4d0aa01625455c3cf5e07f7e5163cd72d01b1a4bf277ac5756304d04ec40d19b58b7f7065fe21149269c2de1ea3085b710f6996554f108cb5fb2ff799a8
normalcd3_patient432_SR_2_IM00019.tif,2a1c0837cf38362375985d49b87754fe064b50bf96c357a56f88337bf5401a2a307ab3e695d6b63651ee52b71628075e1d29c1f183d7541f6248f5215ec155da
normalcd3_patient432_SR_2_IM00018.tif,04bf05f62620af3b699247c11adf7f67a821a48ed40c07b0f41fe87ddc554c5bd7a929130e5d8312a372c5261c46898dc91fba01741bcf98e8ea5258c5816564
normalcd3_patient432_SR_2_IM00017.tif,bf146ada5b31d731aac745a66710e1612bf0e04807f0e554ace662a902ccad91fd174a4470ffcbca8f19115b40807f0250d4647b6a4a10df226cacbdafa44e45
normalcd3_patient432_SR_2_IM00016.tif,b2a7c422c612444313d6fb85bb1d66533c94f4a3a1b5ad71d2945387461d5f80ae2bcae7db4a13abcecbbf602efa9907b5c6df7ecdff9b01522e6ca8d350b930
normalcd3_patient432_SR_2_IM00015.tif,7bebedacd1a269cde2cd86dbfb510d5c9a735214f6feef994491da77e67ca0d711cc36e81db2a3e85f407971e3ce1ce64033d568210a249b4f1646f5a7469aef
normalcd3_patient432_SR_2_IM00014.tif,dfa34d8299b37287f34518eed89cb759e3b29183ee374ed0e0198220cb52cfcd3efee575336355c1f9cdd38275db5fef3ac3814c9fd563a8d0fdcd710bd1c988
normalcd3_patient432_SR_2_IM00013.tif,c90c51ab7affe45c0402a21ba7001d399e9926ed040972a23202b2d9da758b3ffa124714f048de45ee37b877f9e6deb2c9d1555498d5ef670d248d69c6633072
normalcd3_patient432_SR_2_IM00012.tif,b9cf529f9c5b28954bcfb298850e4834f9333081429b8c8e370053cdad3d07e6d6fd6ecd628c197cddb06e627e8e63ebe581013455f0c27c57fdc31a89f08ec5
normalcd3_patient432_SR_2_IM00011.tif,59fd58099f20faebbdef890b65093f27d91167d7e22cd6ff18213b1358ac8e3d5a488ffeaef0ec739b902060907b264adb02a750384bcf484edcca3598428226
normalcd3_patient432_SR_2_IM00010.tif,d4176560d219993fcb7b9b5688a16f09f688cbb7e78c6bee10bee76a4d0fd732e752ccda435ffecf62444c279ce3c7186631b77ae0a166cd8fcc686f38615aaa
normalcd3_patient432_SR_2_IM00009.tif,cbf2b518f902f957d41acaf17ab69b7b477069067f22577dcc6a99b3dce0a9fabcb768e806b4c78a515918ca65a67a4a8ae463e865cfd6f6ee4da79ed8b7d870
normalcd3_patient432_SR_2_IM00008.tif,c0fe4858e74cb0d98bb31512a5b50f83244bb1360a9d182a4520893321512c83d926f1c4a7ca0014130af94a295716b179e7c6612d815010e8ef2aef85062d1c
normalcd3_patient432_SR_2_IM00007.tif,47a3db3aa7ab04a6aa6e4ae374d28099b531da1ecd7e45a78ba73f1191b50c9dc8b8ecba25b416a47d5c20039327dba44e8c29b3187510a13b82075072e2c8d3
normalcd3_patient431_SR_2_IM00042.tif,ce6dd5e9fe481ffcf978f4bfe63bc3abcfac379cf6be618b27c051a58e2c9799d3abd7d6bde50ec2ebdd202174caf53271694c0659a7fefee7c088e5df75b451
normalcd3_patient431_SR_2_IM00041.tif,7891308c1d0adf58d9bb9dac634e3bcce2735abd49cc05fd4a1d3ed7a756f0f7c008c2a643ab0dd19ea2ae57829705f15b1dcf8403e03f5518c370d07f4de679
normalcd3_patient431_SR_2_IM00040.tif,e27e5c2befbec2015531847a98412c20da9410814b5794dbab0863d7700705237ae7622bf9400ed6e8947a552e7ddf1511d5ea1f367db5e03a6283392a8ff7ef
normalcd3_patient431_SR_2_IM00039.tif,da1e6294f07c0ba378e08e40cee9112cbfb65e6fad248637d3d1cc964d690ad15a84994c218129b7f2d4f8f94cbc3aadb56621a19fa3ee395aba59ec67480b3b
normalcd3_patient431_SR_2_IM00038.tif,3df22b709224662777612d4ebd54015ef2ff2d4ef2680359db59cf30446e5fd51845258bca43dda39139f51346129eb8aeedd09afcbec2b78b506cd03ea2fc46
normalcd3_patient431_SR_2_IM00037.tif,f04a55635bc8fe741763655f7fa3c967a6e89399a457139b26ea9634ca11d3cf3e645c383310b0ba6719864596050597384aade65e206b77b57b6cb7210c0be1
normalcd3_patient431_SR_2_IM00036.tif,1feba051d15796f0d5303a0135c00300c5e6fe8e20dfe97309ba97ceb996ff69656053e07faa01a8b1eee0147893a13383d1a34c565a34934c5862915494ad50
normalcd3_patient431_SR_2_IM00035.tif,797c4f1887f3d06f3ed5baf1b7bc9d132b13399ee0e829950b4223494b635d0f9d6c1859736235521e91fbc3780f28298e26be8d8ee393be7d98529f6dc0a9b8
normalcd3_patient431_SR_2_IM00034.tif,1ee1e716dca79c46ff083bfe2db0589c30dda78e9b18b66814b48437870b4d796c049e643620e9b8a73d24658648c3156e9069e0d1d942b0e12d636723bc890c
normalcd3_patient431_SR_2_IM00033.tif,91f0f76a24e94aff0732c803e5dfd59a15a63a8af31e86662dede79f6152e98f18af83888d9c3b7a4c12c0983c9c89eb2da0bb8066ee6fefb5b63663997e97b4
normalcd3_patient431_SR_2_IM00032.tif,32b319932797db049a55edf2cafa0de07b015eec5afe6b4c9aeeec65f13392bf19f727748e134541dabc2131f415fdfb933bac08255479512b0fa58ffc70af0d
normalcd3_patient431_SR_2_IM00031.tif,5b2876b401348f8b83287b67571e557848585062fcd7c3347bae14955808a1cc371809edc5c209387a8bff4148c27d8167f52b4dbdc2e4ebaf61a22bd1ecc9ee
normalcd3_patient431_SR_2_IM00030.tif,7b3a6f5ba39d22a1d917f7592f2ad3c1d28837594c17bb298eb8c9a7edcef235efd07bfc1b418818deb6f4411ffcf55393fb3e0c07e8826ce8534a8692a98806
normalcd3_patient431_SR_2_IM00029.tif,b65b521f6fede2ef154a36377389aba38f6d54bd403e8609f9b413672524626cbb2b154c8a389acc9b171f0906f652c38e6081bd785409f4893870ee7834270a
normalcd3_patient431_SR_2_IM00028.tif,59e954f95819238447f59a9c9e818a5a548359defe72911896092662e51e4a1bd09307dcb0b5d16de2b48bc7b68b71b2574f61e3ee1cf1f34a7df9b80c285ca9
normalcd3_patient431_SR_2_IM00027.tif,e2f83e1018d19e7dfe310238e921294db729bd3309c69f300c44ac611e580ee8070d02f2b81bafe73cea7815b35ccece14b90bb8f189c7aeea240e8bf1ded056
normalcd3_patient431_SR_2_IM00026.tif,2e14eb0e29f1e2e89aa2b3e6935da6f261d1264b69a6b51db2e7c786d11988746c6c0c291253f0e8f599db2f53aaf5aef7bcc98b4ede6f93a91f6470b2ece8c1
normalcd3_patient431_SR_2_IM00025.tif,453437f11b11151e82c0ceb5adaa398add5fba26a4277ffbd3d6c4f01decbeec85fc905810278b9e88e526768feec2b4c6723e0592679cd263a088f709dfd934
normalcd3_patient431_SR_2_IM00024.tif,00672f3a49538a580b85e898969314b454c68494bdc363d9fb6a4047549071172a42191296ff8fe89369b13a7b61e8de1c1066bf1d6142d03f517126a3d303db
normalcd3_patient431_SR_2_IM00023.tif,171ec64e305a3d25f42c6ac22520414f96a9e2d7eeba6900fb2216017d544afeb0f72466fcf7ce09eb6fc18587d1ecfd9f00776b0359c43161f1fb1fa8ee142e
normalcd3_patient431_SR_2_IM00022.tif,6a9805288fc8b47a900cbce5de1cef801e5b18649a8b967f20f47c4fdfa839099d3c4f7475f16ae177a30dec15b1d74fb757743077435d5431bd354815a19e28
normalcd3_patient431_SR_2_IM00021.tif,f4d9ab824740ec09a628807050f4c2b586dc65c2c65bec2eca3d5562c5f5f63478680f224a26e78eaf49e2db7a2e82afc81f4895c0ca1f58dafae294c1194d3b
normalcd3_patient431_SR_2_IM00020.tif,886dfa55cb87215f27f0ac0800fdc124febe4375a73631f78da4a18057c9e876e54818ea4d1804c234930e4d6ceb402e08ece6bb233bea32181377d07c4eddaa
normalcd3_patient431_SR_2_IM00019.tif,6f57fcad0e503a0a4732886728bd848a60ba75afe3149b5a3adb0c494ec756a06a71790181bec9665a6cbc14c9d5ce4c7657eff6a4cfab1703a377a79a2db18e
normalcd3_patient431_SR_2_IM00018.tif,249da6ec1772d56ace0f49120166afe175f7ca62f29d2e445bd2742f850ed048fcc09f04f9d8d884b51a3d73b14e3395249e31b5734d8aaa87681b0b674f680a
normalcd3_patient431_SR_2_IM00017.tif,1dfc4373ce1c1d31aba118f78b290824193ced7f08751ebf14d912246b061dbb81536041ddd6cdc81044795c7f2e5377a8e375ef240375d60e26e85853738d2b
normalcd3_patient431_SR_2_IM00016.tif,023c7372d49b892132d4d20a81a071a465c82dd1e1c687c9cc860b927b192d4a6b3d742a5e7688f874dc5ba8e8a8ccec3b6d4dde4ba28bd24fb6fc45b4b6c4a8
normalcd3_patient431_SR_2_IM00015.tif,269d3b3bad1bd73460edcd042992a47e6ed0c8289acd32da8ae9eec692120ba7a82649556f0353c5ef63533c3579bef72c1c4f99b9b8ba08945e4e6f256bfdcd
normalcd3_patient431_SR_2_IM00014.tif,37b86638306457e68656696fbfa395151de7b10a2ad4cc6a482ad8566e3177eca8edca76920de1d4f0ba2b2066fbdcc5f88a1ee879be347aff375394dbbc814b
normalcd3_patient431_SR_2_IM00013.tif,371734898ff222ec3c90798e3394d422767382286802a1693a6ef13b3b730ba034290c5fd575bc368b6044581ca5f0b57502a33bfd4acb969c742b52bfbd24fd
normalcd3_patient431_SR_2_IM00012.tif,c620b0cee91a5eb32070146d3e155591957a54927365b214755046234cc60799979c9860564a06f6c2cb82059e74cd72567286938858281165ad5800f55961fc
normalcd3_patient431_SR_2_IM00011.tif,7fb42146a00e550c64357c610c04f9b85995cdd26b06827a126ba4f969b2d1eae53ee3ef20bfd7a2f5945b53c03ca89657f0cf54ebc1e5dc7807cf800a8ce5d3
normalcd3_patient430_SR_2_IM00035.tif,dc9a3e8cf28b9eb230a4bf0e3469ffc494407367e87cb9c33e770e1d1f59ef0f2fc693ad96e82510bd5864d9f68dcfcdd489aa6a10ff29b254d5f7c21210dc12
normalcd3_patient430_SR_2_IM00034.tif,7bfba1563369dd3dfde3bc1cd67d06b622a7ef6c1dc566594d63be1c3625bccfde089339580ccb176b8f9ac7e6c0b8e2c9e3330a45a484d12cb0f1d3f3d6034c
normalcd3_patient430_SR_2_IM00033.tif,07d8713062df5d2f0208f169b7690b7413e0af891b39ebadeb9dd27500d091372064e64f9f31f5f2fc880ab9219fd18765a29bec3e00d9ecf172e19e50b2d6dc
normalcd3_patient430_SR_2_IM00032.tif,50e86a3e5a18dd59a9730e353426fded1004dd2a7de81283c127846c1877edbf51279607b72a8de149fcbb409be16df3bc52736bf61975dbfa05a4b76eb30f7f
normalcd3_patient430_SR_2_IM00031.tif,d1b614d585472a09df632a7fbf95b05d488db747127cb55c31481a768c251703ab66fde5377f598c55d9423d95276e9d070dec2ac508a3665b19cfdd02110421
normalcd3_patient430_SR_2_IM00030.tif,4f2b19ec08d0234dd989bb50a77d2e8cc0ff6cdd77ea6481e419161457ad92ef485c2388909848960f136959c6bb0df28493cf6cba9d6a00114101c0036aeb6b
normalcd3_patient430_SR_2_IM00029.tif,3d17b5176ab12564e2f869dedcc1732f174a1fb9ff047cd26bd53714af7a5015b9619bc2f93356bf80376cda88a166077d55a4e5df834928a6a8b8f019f01805
normalcd3_patient430_SR_2_IM00028.tif,39d675f3ae712d240450242926f62b47110fe35d343b0f6f50a707c1f44b924d216bf40c3e09d2d23e16c628c55dce1b4423539e9700263f37c77b15bf9a2b06
normalcd3_patient430_SR_2_IM00027.tif,0bc9cb0dbaeeeb6cd46df32f14d449991a9514ebeb08554a4416e96b925c00ab3dafd3577a1df65b8fc65f1ba47ba2791d37c68d1a729f015af15424117d080c
normalcd3_patient430_SR_2_IM00026.tif,e22cfbe7e163d94dc30992331ed733b698f9064e912c103f3a0bdecf79e6b1a0688560e76bd511284051d5aead396aec78481172c3f606d0380addae0d0230c5
normalcd3_patient430_SR_2_IM00025.tif,09ca654d651b12f035ca621c9ce0efc6ed91eb552eb490506ca735e4f8652ad934ef747b3da859118368976039bf571e2e54bfd297260e99336ca1849b394f29
normalcd3_patient430_SR_2_IM00024.tif,02efe077c05287f4eaeeb5d0208b566c090d21c7884cc83abc8d356ef309327144239ce374494f70adce7c7b6149912153e07f94590464be141ef66eb66f76e9
normalcd3_patient430_SR_2_IM00023.tif,04e5ffc06cba9eb2256b30115f27834a8d143ec8212d320b7b1c1def377c1d43fed879f258eb4210423d77ce3fc19066e72c073e95b7d54fdfbe745577ba8349
normalcd3_patient430_SR_2_IM00022.tif,f650d5d945099ebf5322f11e3992ec5f1d0f1182233eac0cf57fb3e27f0729ec376e4f45369831b2e93b78f24a0b9b0ad3f315148842aeaf85448e1ea7ef6127
